codigo_abonado,tipo_solicitud,canal_ingreso,servicio_afectado,falla,diagnostico,estado,fecha_ingreso,fecha_cierre,asesor_idx,tecnico_idx,escalado
DQ101802,soporte_remoto,call_center,tv,LENTITUD E INTERMITENCIA,,cancelado,2026-03-20 08:45:00,2026-03-20 12:20:00,11,2,
C101803,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-20 11:15:00,2026-03-20 11:50:00,8,1,
SR103564,cambio_plan,call_center,,,,solucionado,2026-03-20 11:20:00,2026-04-09 10:05:00,20,3,
TCF103565,cambio_plan,call_center,,,,solucionado,2026-03-20 11:30:00,2026-03-20 11:40:00,27,15,
DQ104020,cambio_titular,caja,,,,solucionado,2026-03-20 11:30:00,2026-03-20 16:35:00,5,5,
C100350,sin_internet,call_center,internet,,BLOQUEO DE EQUIPO,solucionado,2026-03-20 11:40:00,2026-03-20 12:40:00,8,0,
TC101804,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-20 13:15:00,2026-03-20 13:15:00,11,2,
C101805,soporte_remoto,call_center,tv,LENTITUD E INTERMITENCIA,,solucionado,2026-03-20 13:15:00,2026-03-20 13:30:00,,2,
TC101806,soporte_remoto,call_center,internet,PROBLEMAS CON TRANSMISIONES EN VIVO,,solucionado,2026-03-20 13:40:00,2026-03-21 08:20:00,27,2,
TC101816,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-03-20 13:45:00,2026-03-21 13:35:00,11,2,
SR101807,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-20 14:30:00,2026-03-21 12:25:00,4,2,
SR103566,cambio_plan,call_center,,,,solucionado,2026-03-20 14:40:00,2026-04-09 10:10:00,20,3,
C101808,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-20 15:00:00,2026-03-20 15:00:00,13,1,
C101817,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-20 15:35:00,2026-03-24 09:05:00,20,1,
TCF101809,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-03-20 15:40:00,2026-03-20 15:40:00,0,1,
SG103567,cambio_plan,call_center,,,,solucionado,2026-03-20 15:45:00,2026-03-30 12:30:00,3,3,
TCF101810,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,cancelado,2026-03-20 16:15:00,2026-03-21 09:00:00,12,1,
TCF101794,cambio_plan,call_center,,,,solucionado,2026-03-20 16:15:00,2026-03-30 12:30:00,12,3,
SR101811,soporte_remoto,call_center,internet,ERROR EN INGRESO A PÁGINAS,,solucionado,2026-03-20 16:25:00,2026-03-21 17:20:00,20,2,
TC103568,cambio_plan,call_center,,,,solucionado,2026-03-20 16:25:00,2026-04-06 13:20:00,7,3,
DQ101812,soporte_remoto,whatsapp,tv,SIN SEÑAL DE TV,,cancelado,2026-03-20 16:30:00,2026-03-21 09:05:00,5,1,
C103096,cambio_plan,call_center,,,,solucionado,2026-03-20 16:35:00,2026-03-20 16:40:00,21,8,
DQ104021,cambio_titular,whatsapp,,,,solucionado,2026-03-20 16:45:00,2026-03-20 16:45:00,23,5,
C103569,cambio_plan,call_center,,,,solucionado,2026-03-20 17:20:00,2026-04-09 10:10:00,8,3,
VG100351,sin_internet,call_center,internet,,WIFI DESACTIVADO,solucionado,2026-03-20 17:35:00,2026-03-21 10:45:00,6,0,
TC101813,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-20 18:00:00,2026-03-24 09:00:00,10,0,
TC101814,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-20 18:00:00,2026-03-24 09:00:00,10,0,
TC104022,cambio_titular,whatsapp,,,,solucionado,2026-03-20 18:00:00,2026-03-21 13:15:00,10,5,
TC103570,cambio_plan,call_center,,,,solucionado,2026-03-20 18:25:00,2026-04-09 10:15:00,16,3,
SM101815,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-20 18:50:00,2026-03-21 12:20:00,23,4,
SR102617,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-21 09:45:00,2026-05-21 09:25:00,14,2,
C102618,soporte_remoto,whatsapp,tv,CANALES INTERMITENTES,,solucionado,2026-03-21 10:45:00,2026-04-21 12:45:00,13,2,
TCF103571,cambio_plan,whatsapp,,,,solucionado,2026-03-21 14:00:00,2026-04-09 10:20:00,19,3,
SR100361,sin_internet,call_center,internet,,FALLA DE FIBRA,solucionado,2026-03-24 08:35:00,2026-03-27 08:55:00,4,0,
DQ100355,sin_internet,whatsapp,internet,,FALLA DE FIBRA,solucionado,2026-03-24 09:00:00,2026-03-25 09:25:00,0,0,
C104023,cambio_titular,whatsapp,,,,solucionado,2026-03-24 09:00:00,2026-03-27 10:05:00,8,5,
VG101818,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,cancelado,2026-03-24 09:05:00,2026-03-24 11:25:00,6,1,
C103572,cambio_plan,whatsapp,,,,solucionado,2026-03-24 09:30:00,2026-04-09 10:20:00,8,3,
SR100209,soporte_remoto,caja,tv,CANALES LLUVIOSOS/PIXELADOS,,solucionado,2026-03-24 09:35:00,2026-03-24 15:25:00,4,2,
SR100352,sin_internet,call_center,internet,,,cancelado,2026-03-24 09:50:00,2026-03-27 08:50:00,4,0,
CH100353,sin_internet,call_center,internet,,,solucionado,2026-03-24 10:10:00,2026-03-30 10:00:00,2,4,
DQ100362,sin_internet,caja,internet,,MTU 1500,solucionado,2026-03-24 10:25:00,2026-03-27 11:20:00,0,0,
VG101819,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-24 10:30:00,2026-03-24 16:35:00,6,2,
DQ103573,cambio_plan,call_center,,,,solucionado,2026-03-24 11:10:00,2026-03-30 12:35:00,12,3,
DQ100354,sin_internet,call_center,internet,,MTU 1500,solucionado,2026-03-24 11:15:00,2026-03-24 11:40:00,0,0,
TC101820,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-03-24 11:35:00,2026-03-24 11:35:00,11,2,
C101821,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-03-24 11:45:00,2026-03-24 12:45:00,11,2,
DQ101822,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-24 11:50:00,2026-03-24 12:05:00,5,0,
SR101823,soporte_remoto,call_center,tv,SIN SEÑAL DE TV,,solucionado,2026-03-24 11:55:00,2026-03-24 14:40:00,14,0,
SG101824,soporte_remoto,call_center,internet,ERROR EN INGRESO A PÁGINAS,,solucionado,2026-03-24 12:35:00,2026-03-24 15:00:00,9,1,
TC101825,soporte_remoto,caja,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-03-24 13:15:00,2026-03-24 16:50:00,2,2,
CH103574,cambio_plan,call_center,,,,solucionado,2026-03-24 13:30:00,2026-03-30 12:35:00,2,3,
SR101826,soporte_remoto,call_center,tv,SIN SEÑAL DE TV,,cancelado,2026-03-24 14:20:00,2026-03-27 09:50:00,4,0,
SR101827,soporte_remoto,whatsapp,internet_tv,LENTITUD E INTERMITENCIA,,cancelado,2026-03-24 14:20:00,2026-03-24 16:15:00,4,1,
C103575,cambio_plan,caja,,,,solucionado,2026-03-24 14:35:00,2026-03-30 12:35:00,8,3,
SR101828,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-24 15:00:00,2026-03-25 08:55:00,14,0,
C100016,cambio_plan,call_center,,,,solucionado,2026-03-24 15:05:00,2026-04-09 10:30:00,8,3,
C100016,cambio_titular,call_center,,,,solucionado,2026-03-24 15:05:00,2026-03-27 10:10:00,8,5,
SR100583,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-24 15:15:00,2026-03-24 15:15:00,14,1,
CH101829,soporte_remoto,whatsapp,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-03-24 15:25:00,2026-03-24 15:25:00,2,2,
DQ100360,sin_internet,call_center,internet,,,solucionado,2026-03-24 15:30:00,2026-03-30 10:00:00,11,4,
DQ101830,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,pendiente,2026-03-24 15:50:00,,0,1,
DQ101831,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-24 15:55:00,2026-03-25 09:15:00,0,0,
VG101832,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-24 16:00:00,2026-03-27 10:05:00,6,0,
C101834,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-24 16:00:00,2026-03-25 11:35:00,8,2,
TC101833,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-24 16:05:00,2026-03-25 11:35:00,21,2,
C101835,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-24 16:30:00,2026-03-24 16:30:00,8,1,
SR101503,soporte_remoto,call_center,tv,CANALES INTERMITENTES,,solucionado,2026-03-24 16:40:00,2026-03-25 11:55:00,4,2,
TC103576,cambio_plan,whatsapp,,,,solucionado,2026-03-24 16:40:00,2026-04-07 11:00:00,23,3,
TC101836,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-24 17:10:00,2026-03-25 15:30:00,20,1,
TC103577,cambio_plan,whatsapp,,,,solucionado,2026-03-24 17:20:00,2026-04-09 11:15:00,24,3,
C103578,cambio_plan,call_center,,,,solucionado,2026-03-24 17:20:00,2026-04-09 11:15:00,15,3,
DQ101837,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,pendiente,2026-03-24 17:25:00,,5,0,
DQ101838,soporte_remoto,call_center,tv,CANALES FALTANTES,,solucionado,2026-03-24 17:30:00,2026-03-25 12:50:00,0,2,
SG103579,cambio_plan,call_center,,,,solucionado,2026-03-24 18:05:00,2026-04-07 11:05:00,3,3,
TC101839,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,cancelado,2026-03-24 18:35:00,2026-03-25 09:55:00,20,1,
DQ101840,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-25 09:00:00,2026-03-25 15:30:00,0,2,
C101841,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-25 09:35:00,2026-03-25 15:55:00,8,2,
DQ103580,cambio_plan,whatsapp,,,,solucionado,2026-03-25 09:45:00,2026-04-09 12:00:00,0,3,
SG103581,cambio_plan,whatsapp,,,,solucionado,2026-03-25 10:00:00,2026-04-09 12:05:00,21,3,
DQ100326,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,cancelado,2026-03-25 10:45:00,2026-03-25 10:45:00,0,1,
SR101842,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,pendiente,2026-03-25 11:10:00,,14,0,
C101843,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-25 11:15:00,2026-03-25 16:45:00,11,2,
C101844,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-25 11:30:00,2026-03-27 12:30:00,8,0,
SG101845,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-25 12:00:00,2026-03-25 12:00:00,3,1,
DQ101846,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-25 12:00:00,2026-03-25 12:00:00,0,2,
TC103582,cambio_plan,call_center,,,,solucionado,2026-03-25 12:40:00,2026-04-09 12:55:00,34,3,
SR101847,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-25 13:00:00,2026-03-25 15:25:00,20,1,
SR100356,sin_internet,call_center,internet,,VLAN DUPLICADA,solucionado,2026-03-25 13:40:00,2026-03-25 15:30:00,1,0,
TC103583,cambio_plan,whatsapp,,,,solucionado,2026-03-25 14:15:00,2026-04-09 12:55:00,19,3,
C103584,cambio_plan,call_center,,,,solucionado,2026-03-25 15:10:00,2026-04-09 13:15:00,27,3,
TCF103585,cambio_plan,caja,,,,solucionado,2026-03-25 15:10:00,2026-04-09 13:20:00,14,3,
TC104024,cambio_titular,call_center,,,,solucionado,2026-03-25 15:20:00,2026-03-27 10:20:00,10,5,
SR100357,sin_internet,call_center,internet,,WIFI DESACTIVADO,solucionado,2026-03-25 15:50:00,2026-03-25 16:45:00,1,0,
TC101848,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-25 16:20:00,2026-03-26 11:50:00,10,1,
TC101849,soporte_remoto,whatsapp,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-03-25 16:25:00,2026-03-25 17:30:00,4,0,
C101850,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-25 16:25:00,2026-03-26 12:25:00,8,2,
TC101550,soporte_remoto,whatsapp,tv,PROGRAMACIÓN DE TV,,solucionado,2026-03-25 16:30:00,2026-03-26 10:40:00,7,0,
SG101851,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-25 16:30:00,2026-03-26 12:40:00,23,2,
CH101852,soporte_remoto,whatsapp,internet_tv,LENTITUD E INTERMITENCIA,,cancelado,2026-03-25 16:35:00,2026-03-26 10:20:00,2,1,
SG101278,cambio_plan,call_center,,,,solucionado,2026-03-25 16:50:00,2026-04-07 11:05:00,9,3,
DQ104025,cambio_titular,call_center,,,,solucionado,2026-03-25 17:15:00,2026-03-27 10:30:00,12,5,
TC103586,cambio_plan,whatsapp,,,,solucionado,2026-03-25 17:30:00,2026-04-09 13:20:00,7,3,
DQ101853,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-25 17:40:00,2026-03-27 13:00:00,12,2,
TC103587,cambio_plan,call_center,,,,solucionado,2026-03-25 18:00:00,2026-04-09 13:25:00,10,3,
TC103587,cambio_titular,call_center,,,,solucionado,2026-03-25 18:05:00,2026-03-27 10:35:00,10,5,
TC103588,cambio_plan,call_center,,,,solucionado,2026-03-25 18:55:00,2026-04-09 13:30:00,21,3,
DQ100373,soporte_remoto,call_center,tv,SIN SEÑAL DE TV,,solucionado,2026-03-26 08:00:00,2026-03-26 11:20:00,0,1,
C101854,soporte_remoto,call_center,tv,PROGRAMACIÓN DE TV,,pendiente,2026-03-26 08:15:00,,8,0,
TC101855,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,pendiente,2026-03-26 08:25:00,,10,2,
TC100358,sin_internet,caja,internet,,WIFI DESACTIVADO,solucionado,2026-03-26 09:00:00,2026-03-26 09:15:00,7,0,
TC101856,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-26 10:00:00,2026-03-26 10:00:00,7,1,
DQ101857,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-03-26 10:35:00,2026-03-27 15:45:00,0,2,
C101858,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,cancelado,2026-03-26 10:35:00,2026-03-26 10:35:00,8,0,
TC100990,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,pendiente,2026-03-26 10:55:00,,7,0,
TC101859,soporte_remoto,caja,internet,PROBLEMAS CON TEST DE VELOCIDAD,,solucionado,2026-03-26 11:00:00,2026-03-26 16:30:00,25,1,
SR101497,cambio_plan,call_center,,,,solucionado,2026-03-26 11:15:00,2026-04-09 15:40:00,19,3,
SR100842,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-26 11:35:00,2026-03-27 16:00:00,4,2,
TC103589,cambio_plan,call_center,,,,solucionado,2026-03-26 11:40:00,2026-04-09 15:40:00,10,3,
C100359,sin_internet,call_center,internet,,MTU 1500,solucionado,2026-03-26 11:45:00,2026-03-26 15:30:00,15,0,
SR101860,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-26 11:50:00,2026-03-30 10:20:00,14,0,
DQ101496,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-03-26 13:00:00,2026-03-27 15:50:00,0,2,
SR101861,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-26 13:15:00,2026-03-27 16:55:00,4,2,
SR101482,soporte_remoto,whatsapp,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-03-26 13:30:00,2026-03-27 11:45:00,4,1,
C103590,cambio_plan,call_center,,,,solucionado,2026-03-26 13:30:00,2026-04-08 11:50:00,13,3,
C103590,cambio_titular,call_center,,,,solucionado,2026-03-26 13:30:00,2026-04-06 09:55:00,13,5,
DQ101862,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-26 13:40:00,2026-03-27 12:00:00,0,1,
DQ102923,cambio_plan,whatsapp,,,,solucionado,2026-03-26 14:05:00,2026-04-09 14:40:00,0,8,
SG103591,cambio_plan,whatsapp,,,,solucionado,2026-03-26 14:25:00,2026-04-08 11:55:00,24,3,
C101863,soporte_remoto,caja,internet_tv,SIN SEÑAL DE TV,,solucionado,2026-03-26 15:05:00,2026-03-30 10:40:00,8,0,
VG104026,cambio_titular,call_center,,,,solucionado,2026-03-26 15:15:00,2026-03-27 10:50:00,6,5,
TC101022,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-26 15:20:00,2026-03-27 17:20:00,10,2,
DQ101864,soporte_remoto,caja,tv,CANALES LLUVIOSOS/PIXELADOS,,solucionado,2026-03-26 16:20:00,2026-03-27 16:25:00,11,2,
C101865,soporte_remoto,call_center,tv,PROGRAMACIÓN DE TV,,pendiente,2026-03-26 16:20:00,,17,0,
C103592,cambio_plan,call_center,,,,solucionado,2026-03-26 16:30:00,2026-04-08 11:55:00,8,3,
TC101866,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-26 16:40:00,2026-03-27 10:30:00,10,1,
TCF101867,soporte_remoto,caja,tv,CANALES FALTANTES,,solucionado,2026-03-26 16:50:00,2026-03-27 16:50:00,12,2,
VG103593,cambio_plan,whatsapp,,,,solucionado,2026-03-26 16:55:00,2026-04-09 15:40:00,6,3,
VG100644,cambio_plan,call_center,,,,solucionado,2026-03-26 17:00:00,2026-04-01 11:35:00,6,11,
TC103594,cambio_plan,whatsapp,,,,solucionado,2026-03-26 17:40:00,2026-04-09 15:45:00,12,3,
SG103595,cambio_plan,whatsapp,,,,solucionado,2026-03-26 17:40:00,2026-04-08 12:00:00,9,3,
TC103596,cambio_plan,call_center,,,,solucionado,2026-03-27 08:20:00,2026-04-09 16:00:00,12,3,
DQ101878,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-27 09:00:00,2026-03-30 15:20:00,,1,
SG101868,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-27 09:30:00,2026-03-30 11:30:00,3,0,
C103597,cambio_plan,call_center,,,,solucionado,2026-03-27 09:35:00,2026-03-30 13:00:00,15,3,
SR101869,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,cancelado,2026-03-27 10:25:00,2026-03-27 16:20:00,4,1,
C100363,sin_internet,whatsapp,internet,,,cancelado,2026-03-27 10:35:00,2026-03-30 09:00:00,15,0,
SG101870,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-27 10:35:00,2026-03-30 15:20:00,9,2,
C101871,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,cancelado,2026-03-27 10:50:00,2026-03-27 16:25:00,15,1,
TC104027,cambio_titular,call_center,,,,solucionado,2026-03-27 11:05:00,2026-03-31 11:10:00,7,5,
DQ101872,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-27 11:35:00,2026-03-30 15:20:00,5,2,
SR101873,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,cancelado,2026-03-27 11:40:00,2026-03-27 11:50:00,4,0,
DQ103598,cambio_plan,whatsapp,,,,solucionado,2026-03-27 11:55:00,2026-04-09 16:00:00,4,3,
DQ103599,cambio_plan,call_center,,,,solucionado,2026-03-27 12:05:00,2026-04-07 09:40:00,19,6,
C101874,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,pendiente,2026-03-27 12:15:00,,11,2,
C101875,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-27 12:15:00,2026-03-27 12:45:00,11,2,
TCF101876,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-27 12:55:00,2026-03-27 13:55:00,11,2,
TC100364,sin_internet,call_center,internet,,WIFI DESACTIVADO,solucionado,2026-03-27 13:30:00,2026-03-27 15:50:00,10,0,
DQ101877,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-27 13:45:00,2026-03-30 09:20:00,12,1,
TC101142,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,cancelado,2026-03-27 15:05:00,2026-03-30 09:00:00,7,1,
C100365,sin_internet,call_center,internet,,,solucionado,2026-03-27 15:25:00,2026-03-30 10:00:00,8,4,
CH101179,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,pendiente,2026-03-27 15:50:00,,2,1,
VG100366,sin_internet,call_center,internet,,FALLA DE FIBRA,solucionado,2026-03-27 16:00:00,2026-03-30 16:40:00,6,0,
DQ100469,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-27 16:45:00,2026-03-30 12:10:00,5,0,
DQ101879,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-27 17:05:00,2026-03-30 10:00:00,0,1,
TC103600,cambio_plan,caja,,,,solucionado,2026-03-27 17:40:00,2026-04-09 16:05:00,7,3,
DQ103601,cambio_plan,call_center,,,,solucionado,2026-03-27 18:10:00,2026-04-09 16:10:00,24,3,
TC101880,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-28 10:50:00,2026-03-30 08:10:00,23,1,
PQ101881,soporte_remoto,call_center,internet,PROBLEMAS CON TEST DE VELOCIDAD,,solucionado,2026-03-28 16:05:00,2026-03-30 12:20:00,25,0,
TC101806,soporte_remoto,whatsapp,internet,STREAMING CON FALLAS,,solucionado,2026-03-28 16:40:00,2026-03-30 17:50:00,27,2,
SG103602,cambio_plan,call_center,,,,solucionado,2026-03-28 17:20:00,2026-04-09 16:10:00,23,3,
VG101882,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-30 08:25:00,2026-03-30 08:25:00,6,0,
DQ101883,cambio_plan,whatsapp,,,,solucionado,2026-03-30 08:50:00,2026-04-09 17:20:00,4,3,
DQ101883,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,cancelado,2026-03-30 09:00:00,2026-03-30 09:20:00,4,1,
TC101884,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-30 09:00:00,2026-03-30 09:45:00,11,2,
SR101885,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,cancelado,2026-03-30 09:00:00,2026-03-30 12:00:00,1,1,
SR101909,soporte_remoto,call_center,internet,ERROR EN INGRESO A PÁGINAS,,pendiente,2026-03-30 09:00:00,,1,0,
DQ101886,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-03-30 09:05:00,2026-03-30 09:40:00,11,2,
VG101887,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-30 09:30:00,2026-03-30 17:15:00,6,2,
VG101888,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-30 09:30:00,2026-03-30 09:30:00,6,1,
C101889,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-03-30 09:30:00,2026-03-30 17:20:00,13,2,
SR103603,cambio_plan,call_center,,,,solucionado,2026-03-30 09:55:00,2026-04-09 17:25:00,1,3,
SR101890,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-30 10:05:00,,1,0,
SR100367,sin_internet,call_center,internet,,EQUIPO NO ENGANCHA,solucionado,2026-03-30 10:15:00,2026-03-30 10:15:00,1,4,
VG101891,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-30 10:15:00,2026-03-31 10:00:00,6,1,
DQ101892,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-30 10:25:00,2026-03-30 12:50:00,0,2,
SG101893,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-30 10:30:00,2026-03-30 10:30:00,3,0,
TC101682,soporte_remoto,call_center,tv,SIN SEÑAL DE TV,,solucionado,2026-03-30 10:30:00,2026-03-31 16:45:00,31,2,
TC101894,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-30 10:30:00,2026-04-01 12:20:00,7,1,
SR103604,cambio_plan,whatsapp,,,,solucionado,2026-03-30 10:45:00,2026-04-09 17:25:00,14,3,
VG101001,cambio_plan,whatsapp,,,,solucionado,2026-03-30 10:50:00,2026-04-09 17:30:00,6,7,
DQ101895,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-30 11:00:00,2026-03-31 17:50:00,5,2,
C103605,cambio_plan,whatsapp,,,,solucionado,2026-03-30 11:00:00,2026-04-09 17:25:00,15,7,
SR102522,cambio_titular,whatsapp,,,,solucionado,2026-03-30 11:05:00,2026-03-31 11:25:00,1,5,
VG103606,cambio_plan,whatsapp,,,,solucionado,2026-03-30 11:15:00,2026-04-09 17:20:00,6,7,
VG103607,cambio_plan,whatsapp,,,,solucionado,2026-03-30 11:20:00,2026-04-09 17:15:00,6,7,
DQ101466,soporte_remoto,whatsapp,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-03-30 11:25:00,2026-03-31 09:55:00,0,0,
C101896,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-30 11:25:00,2026-03-31 12:05:00,8,1,
CH101897,soporte_remoto,whatsapp,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-03-30 11:40:00,2026-03-31 17:35:00,1,2,
TC101898,soporte_remoto,call_center,internet,ERROR EN INGRESO A PÁGINAS,,pendiente,2026-03-30 11:40:00,,16,0,
DQ104028,cambio_titular,whatsapp,,,,solucionado,2026-03-30 12:05:00,2026-04-06 10:00:00,5,5,
SG100368,sin_internet,call_center,internet,,VLAN DUPLICADA,solucionado,2026-03-30 12:20:00,2026-03-30 12:30:00,3,4,
SG100369,sin_internet,call_center,internet,,,solucionado,2026-03-30 12:20:00,2026-03-30 16:10:00,3,4,
TC101884,cambio_titular,whatsapp,,,,solucionado,2026-03-30 12:30:00,2026-04-06 10:15:00,10,5,
C101899,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-03-30 12:45:00,2026-03-31 10:50:00,21,1,
C101900,soporte_remoto,whatsapp,internet,PROBLEMAS CON CÁMARAS/DVR,,solucionado,2026-03-30 13:10:00,2026-04-06 08:55:00,16,0,
TC103608,cambio_plan,call_center,,,,solucionado,2026-03-30 13:20:00,2026-04-09 17:15:00,12,7,
